Passenger_ID,Estimated_Travel_Budget_USD,Budget_Category,Income_Level,Age,Travel_Purpose
P667,2540.0,Standard,Low,36,Business
P668,,Luxury,Medium,65,Emergency
P669,,Luxury,Medium,48,Emergency
P670,5100.0,Luxury,Medium,48,Business
P671,,Luxury,Medium,48,Emergency
P672,9000.0,Luxury,High,21,Leisure
P673,1300.0,Budget,Low,41,Family
P674,4100.0,Luxury,Medium,69,Family
P675,6500.0,Luxury,High,37,Business
P676,6500.0,Luxury,High,46,Leisure
P677,1300.0,Budget,Low,23,Family
P678,2600.0,Standard,Medium,46,Leisure
P679,5100.0,Luxury,Medium,49,Business
P680,,Luxury,Low,77,Emergency
P681,2000.0,Standard,Medium,60,Leisure
P682,5500.0,Luxury,High,32,Family
P683,2540.0,Standard,Low,33,Business
P684,,Luxury,High,22,Emergency
P685,9000.0,Luxury,High,34,Leisure
P686,,Luxury,Medium,20,Emergency
P687,3100.0,Standard,Medium,33,Family
P688,,Luxury,Medium,55,Emergency
P689,,Luxury,High,56,Emergency
P690,2500.0,Standard,Medium,62,Family
P691,2000.0,Standard,Medium,41,Leisure
P692,1940.0,Standard,Low,78,Family
P693,2300.0,Standard,Low,75,Business
P694,,Luxury,Medium,78,Emergency
P695,4100.0,Luxury,Medium,23,Family
P696,,Luxury,Low,40,Emergency
P697,3500.0,Luxury,Medium,71,Business
P698,1300.0,Budget,Low,73,Family
P699,800.0,Budget,Low,32,Leisure
P700,2500.0,Standard,Low,57,Family
P701,,Luxury,Low,64,Emergency
P702,,Luxury,Low,52,Emergency
P703,2000.0,Standard,Medium,64,Leisure
P704,,Luxury,Low,43,Emergency
P705,4100.0,Luxury,Medium,32,Family
P706,2600.0,Standard,Medium,78,Leisure
P707,2500.0,Standard,Medium,42,Family
P708,2500.0,Standard,Medium,42,Family
P709,2000.0,Standard,Medium,46,Leisure
P710,1540.0,Standard,Low,65,Family
P711,3600.0,Luxury,Medium,71,Leisure
P712,5500.0,Luxury,High,59,Family
P713,,Luxury,Low,78,Emergency
P714,2500.0,Standard,Medium,30,Family
P715,,Luxury,Medium,78,Emergency
P716,,Luxury,Medium,65,Emergency
P717,6500.0,Luxury,High,64,Business
P718,,Luxury,Medium,29,Emergency
P719,,Luxury,Low,54,Emergency
P720,,Luxury,Medium,58,Emergency
P721,3500.0,Luxury,Medium,37,Business
P722,2000.0,Standard,Medium,32,Leisure
P723,1540.0,Standard,Low,38,Family
P724,5000.0,Luxury,High,45,Leisure
P725,1300.0,Budget,Low,47,Family
P726,3500.0,Luxury,Medium,67,Business
P727,,Luxury,Low,64,Emergency
P728,800.0,Budget,Low,55,Leisure
P729,,Luxury,Medium,39,Emergency
P730,5500.0,Luxury,High,61,Family
P731,,Luxury,Medium,65,Emergency
P732,,Luxury,Medium,72,Emergency
P733,,Luxury,Medium,18,Emergency
P734,2600.0,Standard,Medium,66,Leisure
P735,,Luxury,Medium,67,Emergency
P736,3500.0,Luxury,Medium,32,Business
P737,,Luxury,High,59,Emergency
P738,2000.0,Standard,Medium,46,Leisure
P739,4100.0,Luxury,Medium,23,Family
P740,2000.0,Standard,Medium,52,Leisure
P741,,Luxury,Medium,21,Emergency
P742,5000.0,Luxury,High,50,Leisure
P743,1300.0,Budget,Low,56,Family
P744,2300.0,Standard,Low,47,Business
P745,6500.0,Luxury,High,29,Business
P746,5500.0,Luxury,High,66,Family
P747,,Luxury,Low,18,Emergency
P748,13000.0,Luxury,High,47,Family
P749,6500.0,Luxury,High,61,Business
P750,,Luxury,Medium,70,Emergency
P751,2500.0,Standard,Medium,77,Family
P752,5500.0,Luxury,High,35,Family
P753,,Luxury,Medium,57,Emergency
P754,7000.0,Luxury,High,68,Family
P755,5100.0,Luxury,Medium,25,Business
P756,,Luxury,Medium,56,Emergency
P757,3600.0,Luxury,Medium,76,Leisure
P758,2500.0,Standard,Medium,47,Family
P759,800.0,Budget,Low,21,Leisure
P760,,Luxury,Medium,20,Emergency
P761,,Luxury,Low,44,Emergency
P762,2500.0,Standard,Medium,48,Family
P763,3500.0,Luxury,Low,61,Business
P764,2000.0,Standard,Medium,47,Leisure
P765,800.0,Budget,Low,78,Leisure
P766,6500.0,Luxury,High,35,Leisure
P767,,Luxury,Low,27,Emergency
P768,6500.0,Luxury,High,42,Leisure
P769,2600.0,Standard,Medium,41,Leisure
P770,,Luxury,Medium,46,Emergency
P771,2500.0,Standard,Low,58,Family
P772,1440.0,Budget,Low,59,Leisure
P773,2000.0,Standard,Medium,63,Leisure
P774,2000.0,Standard,Low,38,Leisure
P775,800.0,Budget,Low,24,Leisure
P776,,Luxury,Low,30,Emergency
P777,5500.0,Luxury,High,56,Family
P778,,Luxury,Low,64,Emergency
P779,,Luxury,Medium,52,Emergency
P780,6500.0,Luxury,High,72,Leisure
P781,2000.0,Standard,Medium,78,Leisure
P782,3500.0,Luxury,Medium,65,Business
P783,2540.0,Standard,Low,29,Business
P784,800.0,Budget,Low,33,Leisure
P785,1940.0,Standard,Low,73,Family
P786,4100.0,Luxury,Medium,71,Business
P787,5000.0,Luxury,High,21,Leisure
P788,2500.0,Standard,Medium,70,Family
P789,,Luxury,Medium,73,Emergency
P790,1300.0,Budget,Low,33,Family
P791,2600.0,Standard,Medium,32,Leisure
P792,4100.0,Luxury,Medium,42,Family
P793,2000.0,Standard,Medium,27,Leisure
P794,3500.0,Luxury,Medium,19,Business
P795,1940.0,Standard,Low,52,Family
P796,,Luxury,Low,71,Emergency
P797,2300.0,Standard,Low,23,Business
P798,5000.0,Luxury,High,37,Leisure
P799,,Luxury,Low,74,Emergency
P800,8000.0,Luxury,High,46,Business
P801,5000.0,Luxury,High,73,Leisure
P802,6500.0,Luxury,High,59,Business
P803,5000.0,Luxury,High,41,Leisure
P804,1540.0,Standard,Low,71,Family
P805,1040.0,Budget,Low,21,Leisure
P806,5500.0,Luxury,High,78,Family
P807,,Luxury,Medium,70,Emergency
P808,3500.0,Luxury,Medium,63,Business
P809,,Luxury,High,77,Emergency
P810,2500.0,Standard,Medium,24,Family
P811,2000.0,Standard,Medium,79,Leisure
P812,3500.0,Luxury,Medium,60,Business
P813,5000.0,Luxury,High,50,Leisure
P814,800.0,Budget,Low,36,Leisure
P815,800.0,Budget,Low,18,Leisure
P816,1300.0,Budget,Low,47,Family
P817,2940.0,Standard,Low,32,Business
P818,,Luxury,High,52,Emergency
P819,3500.0,Luxury,Medium,78,Business
P820,,Luxury,Medium,40,Emergency
P821,3100.0,Standard,Medium,30,Family
P822,2300.0,Standard,Low,23,Business
P823,3500.0,Luxury,Medium,79,Business
P824,4100.0,Luxury,Medium,18,Business
P825,3600.0,Luxury,Medium,23,Leisure
P826,1300.0,Budget,Low,61,Family
P827,5000.0,Luxury,High,76,Leisure
P828,1300.0,Budget,Low,48,Family
P829,5100.0,Luxury,Medium,60,Business
P830,1300.0,Budget,Low,43,Family
P831,7000.0,Luxury,High,27,Family
P832,2300.0,Standard,Low,59,Business
P833,8000.0,Luxury,High,66,Business
P834,3500.0,Luxury,Medium,47,Business
P835,800.0,Budget,Low,70,Leisure
P836,3100.0,Standard,Medium,55,Family
P837,3500.0,Luxury,Medium,77,Business
P838,3500.0,Luxury,Medium,53,Business
P839,3500.0,Luxury,Medium,74,Business
P840,,Luxury,High,77,Emergency
P841,2000.0,Standard,Medium,23,Leisure
P842,2540.0,Standard,Low,29,Business
P843,,Luxury,High,22,Emergency
P844,2940.0,Standard,Low,67,Business
P845,,Luxury,Medium,24,Emergency
P846,,Luxury,Medium,28,Emergency
P847,,Luxury,Low,73,Emergency
P848,2000.0,Standard,Medium,68,Leisure
P849,,Luxury,High,75,Emergency
P850,5500.0,Luxury,High,47,Family
P851,5500.0,Luxury,High,41,Family
P852,2000.0,Standard,Medium,71,Leisure
P853,,Luxury,High,41,Emergency
P854,2500.0,Standard,Medium,53,Family
P855,5500.0,Luxury,High,69,Family
P856,,Luxury,Low,45,Emergency
P857,800.0,Budget,Low,29,Leisure
P858,800.0,Budget,Low,32,Leisure
P859,2000.0,Standard,Medium,29,Leisure
P860,1540.0,Standard,Low,24,Family
P861,,Luxury,Low,21,Emergency
P862,2000.0,Standard,Medium,33,Leisure
P863,,Luxury,Medium,68,Emergency
P864,3500.0,Luxury,Medium,52,Business
P865,,Luxury,High,49,Emergency
P866,,Luxury,High,20,Emergency
P867,3500.0,Luxury,Medium,31,Business
P868,6500.0,Luxury,High,40,Business
P869,2300.0,Standard,Low,49,Business
P870,2540.0,Standard,Low,73,Business
P871,14000.0,Luxury,High,45,Business
P872,8000.0,Luxury,High,19,Business
P873,,Luxury,Medium,62,Emergency
P874,3500.0,Luxury,Medium,42,Business
P875,5500.0,Luxury,High,66,Family
P876,,Luxury,Low,58,Emergency
P877,,Luxury,High,41,Emergency
P878,4100.0,Luxury,Medium,51,Family
P879,2500.0,Standard,Medium,29,Family
P880,5000.0,Luxury,High,37,Leisure
P881,,Luxury,Low,39,Emergency
P882,6500.0,Luxury,High,27,Leisure
P883,9000.0,Luxury,High,42,Leisure
P884,,Luxury,Medium,56,Emergency
P885,2600.0,Standard,Medium,41,Leisure
P886,5000.0,Luxury,High,27,Leisure
P887,2000.0,Standard,Medium,19,Leisure
P888,,Luxury,Low,50,Emergency
P889,2000.0,Standard,Medium,19,Leisure
P890,1940.0,Standard,Low,58,Family
P891,3500.0,Luxury,Medium,49,Business
P892,,Luxury,Low,52,Emergency
P893,1040.0,Budget,Low,44,Leisure
P894,3100.0,Standard,Medium,68,Family
P895,,Luxury,Low,41,Emergency
P896,,Luxury,Medium,56,Emergency
P897,5500.0,Luxury,High,71,Family
P898,4100.0,Luxury,Medium,43,Family
P899,2300.0,Standard,Low,51,Business
P900,6500.0,Luxury,High,74,Leisure
P901,5100.0,Luxury,Medium,20,Business
P902,7000.0,Luxury,High,75,Family
P903,4100.0,Luxury,Medium,24,Business
P904,,Luxury,Medium,26,Emergency
P905,800.0,Budget,Low,43,Leisure
P906,2000.0,Standard,Medium,63,Leisure
P907,1300.0,Budget,Low,28,Family
P908,,Luxury,Medium,65,Emergency
P909,6500.0,Luxury,High,39,Business
P910,5500.0,Luxury,High,56,Family
P911,1540.0,Standard,Low,75,Family
P912,14000.0,Luxury,High,23,Business
P913,,Luxury,Low,47,Emergency
P914,3100.0,Standard,Medium,41,Family
P915,3600.0,Luxury,Medium,55,Leisure
P916,2500.0,Standard,Medium,22,Family
P917,,Luxury,High,68,Emergency
P918,,Luxury,Low,79,Emergency
P919,6500.0,Luxury,High,57,Leisure
P920,4100.0,Luxury,Medium,78,Business
P921,5000.0,Luxury,High,39,Leisure
P922,2000.0,Standard,Medium,64,Leisure
P923,2300.0,Standard,Low,33,Business
P924,3500.0,Luxury,Medium,54,Business
P925,3500.0,Luxury,Medium,75,Business
P926,2000.0,Standard,Medium,65,Leisure
P927,800.0,Budget,Low,48,Leisure
P928,2000.0,Standard,Medium,35,Leisure
P929,3500.0,Luxury,Medium,38,Business
P930,2500.0,Standard,Medium,26,Family
P931,2000.0,Standard,Low,22,Leisure
P932,,Luxury,Medium,29,Emergency
P933,2000.0,Standard,Medium,34,Leisure
P934,1940.0,Standard,Low,52,Family
P935,2300.0,Standard,Low,46,Business
P936,2500.0,Standard,Medium,60,Family
P937,3500.0,Luxury,Medium,40,Business
P938,2000.0,Standard,Medium,77,Leisure
P939,,Luxury,Medium,60,Emergency
P940,2500.0,Standard,Medium,64,Family
P941,1300.0,Budget,Low,43,Family
P942,2600.0,Standard,Medium,22,Leisure
P943,6500.0,Luxury,High,54,Business
P944,3500.0,Luxury,Medium,49,Business
P945,4100.0,Luxury,Medium,51,Business
P946,,Luxury,Medium,71,Emergency
P947,2300.0,Standard,Low,56,Business
P948,8000.0,Luxury,High,36,Business
P949,9000.0,Luxury,High,65,Leisure
P950,800.0,Budget,Low,47,Leisure
P951,4100.0,Luxury,Medium,45,Family
P952,,Luxury,Medium,25,Emergency
P953,5100.0,Luxury,Medium,31,Business
P954,,Luxury,High,52,Emergency
P955,5500.0,Luxury,Medium,55,Family
P956,,Luxury,Medium,53,Emergency
P957,,Luxury,Medium,18,Emergency
P958,1540.0,Standard,Low,35,Family
P959,6500.0,Luxury,Medium,53,Business
P960,,Luxury,Medium,24,Emergency
P961,2500.0,Standard,Medium,65,Family
P962,,Luxury,Medium,39,Emergency
P963,,Luxury,Medium,28,Emergency
P964,,Luxury,High,25,Emergency
P965,3500.0,Luxury,Low,47,Business
P966,7000.0,Luxury,High,25,Family
P967,2000.0,Standard,Medium,56,Leisure
P968,4100.0,Luxury,Medium,69,Family
P969,2500.0,Standard,Medium,40,Family
P970,2940.0,Standard,Low,34,Business
P971,2300.0,Standard,Low,60,Business
P972,,Luxury,Medium,28,Emergency
P973,2500.0,Standard,Low,35,Family
P974,6500.0,Luxury,High,31,Business
P975,800.0,Budget,Low,24,Leisure
P976,5100.0,Luxury,Medium,51,Business
P977,4100.0,Luxury,Medium,71,Family
P978,8000.0,Luxury,High,46,Business
P979,3500.0,Luxury,Medium,53,Business
P980,2000.0,Standard,Low,57,Leisure
P981,,Luxury,Medium,77,Emergency
P982,,Luxury,High,40,Emergency
P983,5500.0,Luxury,High,77,Family
P984,8000.0,Luxury,High,22,Business
P985,3100.0,Standard,Medium,31,Family
P986,800.0,Budget,Low,47,Leisure
P987,3600.0,Luxury,Medium,21,Leisure
P988,3500.0,Luxury,Medium,23,Business
P989,5500.0,Luxury,High,47,Family
P990,1300.0,Budget,Low,70,Family
P991,,Luxury,Medium,20,Emergency
P992,2500.0,Standard,Medium,67,Family
P993,1940.0,Standard,Low,19,Family
P994,,Luxury,Low,26,Emergency
P995,2500.0,Standard,Medium,73,Family
P996,,Luxury,Low,61,Emergency
P997,,Luxury,High,30,Emergency
P998,5000.0,Luxury,High,58,Leisure
P999,6500.0,Luxury,High,27,Business
P1000,,Luxury,Medium,25,Emergency
P1001,4100.0,Luxury,Medium,39,Business
P1002,2940.0,Standard,Low,79,Business
P1003,5000.0,Luxury,High,33,Leisure
P1004,,Luxury,Medium,41,Emergency
P1005,2600.0,Standard,Medium,54,Leisure
P1006,2500.0,Standard,Medium,78,Family
P1007,,Luxury,High,61,Emergency
P1008,3500.0,Luxury,Medium,18,Business
P1009,1040.0,Budget,Low,35,Leisure
P1010,,Luxury,Medium,65,Emergency
P1011,,Luxury,Medium,76,Emergency
P1012,2600.0,Standard,Medium,27,Leisure
P1013,3100.0,Standard,Medium,43,Family
P1014,2000.0,Standard,Medium,52,Leisure
P1015,,Luxury,Medium,43,Emergency
P1016,13000.0,Luxury,High,56,Family
P1017,6500.0,Luxury,High,21,Business
P1018,3500.0,Luxury,Medium,67,Business
P1019,6500.0,Luxury,High,65,Leisure
P1020,5000.0,Luxury,High,35,Leisure
P1021,2300.0,Standard,Low,59,Business
P1022,5000.0,Luxury,High,31,Leisure
P1023,,Luxury,Low,78,Emergency
P1024,4100.0,Luxury,Medium,53,Family
P1025,,Luxury,Medium,61,Emergency
P1026,5100.0,Luxury,Medium,56,Business
P1027,5000.0,Luxury,High,21,Leisure
P1028,3100.0,Standard,Medium,69,Family
P1029,1300.0,Budget,Low,41,Family
P1030,,Luxury,High,28,Emergency
P1031,,Luxury,Medium,36,Emergency
P1032,3100.0,Standard,Medium,44,Family
P1033,,Luxury,Medium,43,Emergency
P1034,2300.0,Standard,Low,35,Business
P1035,2500.0,Standard,Medium,60,Family
P1036,3500.0,Luxury,Medium,51,Business
P1037,2300.0,Standard,Low,40,Business
P1038,8000.0,Luxury,High,74,Business
P1039,2300.0,Standard,Low,68,Business
P1040,5500.0,Luxury,High,43,Family
P1041,2000.0,Standard,Medium,27,Leisure
P1042,,Luxury,Medium,64,Emergency
P1043,,Luxury,Low,39,Emergency
P1044,3500.0,Luxury,Medium,42,Business
P1045,,Luxury,Low,32,Emergency
P1046,800.0,Budget,Low,36,Leisure
P1047,,Luxury,Medium,27,Emergency
P1048,,Luxury,Low,24,Emergency
P1049,2500.0,Standard,Medium,72,Family
P1050,4100.0,Luxury,Medium,65,Business
P1051,5500.0,Luxury,High,35,Family
P1052,8000.0,Luxury,High,56,Business
P1053,800.0,Budget,Low,53,Leisure
P1054,,Luxury,High,42,Emergency
P1055,1300.0,Budget,Low,60,Family
P1056,1040.0,Budget,Low,75,Leisure
P1057,2600.0,Standard,Medium,70,Leisure
P1058,5000.0,Luxury,Medium,53,Leisure
P1059,2000.0,Standard,Medium,24,Leisure
P1060,3500.0,Luxury,Medium,65,Business
P1061,2000.0,Standard,Medium,66,Leisure
P1062,2000.0,Standard,Medium,79,Leisure
P1063,3500.0,Luxury,Medium,56,Business
P1064,2300.0,Standard,Low,40,Business
P1065,2540.0,Standard,Low,78,Business
P1066,5100.0,Luxury,Medium,36,Business
P1067,2000.0,Standard,Medium,36,Leisure
P1068,5000.0,Luxury,High,65,Leisure
P1069,,Luxury,Medium,57,Emergency
P1070,2500.0,Standard,Medium,62,Family
P1071,,Luxury,Medium,71,Emergency
P1072,,Luxury,Low,72,Emergency
P1073,800.0,Budget,Low,64,Leisure
P1074,2300.0,Standard,Low,25,Business
P1075,2000.0,Standard,Medium,38,Leisure
P1076,1540.0,Standard,Low,25,Family
P1077,,Luxury,Medium,62,Emergency
P1078,1040.0,Budget,Low,72,Leisure
P1079,3500.0,Luxury,Medium,74,Business
P1080,1040.0,Budget,Low,27,Leisure
P1081,5000.0,Luxury,High,47,Leisure
P1082,,Luxury,Medium,44,Emergency
P1083,2000.0,Standard,Low,20,Leisure
P1084,4100.0,Luxury,Medium,50,Business
P1085,,Luxury,Low,35,Emergency
P1086,2500.0,Standard,Medium,39,Family
P1087,4100.0,Luxury,Medium,35,Family
P1088,1300.0,Budget,Low,35,Family
P1089,1540.0,Standard,Low,48,Family
P1090,,Luxury,Low,21,Emergency
P1091,2500.0,Standard,Medium,64,Family
P1092,,Luxury,Low,56,Emergency
P1093,,Luxury,High,20,Emergency
P1094,2000.0,Standard,Medium,38,Leisure
P1095,,Luxury,High,53,Emergency
P1096,2300.0,Standard,Low,46,Business
P1097,800.0,Budget,Low,35,Leisure
P1098,3600.0,Luxury,Medium,65,Leisure
P1099,8000.0,Luxury,High,39,Business
P1100,,Luxury,Medium,32,Emergency
P1101,6500.0,Luxury,High,48,Leisure
P1102,,Luxury,Medium,33,Emergency
P1103,2300.0,Standard,Low,58,Business
P1104,2300.0,Standard,Low,55,Business
P1105,10500.0,Luxury,High,38,Business
P1106,1040.0,Budget,Low,52,Leisure
P1107,,Luxury,Low,65,Emergency
P1108,1300.0,Budget,Low,28,Family
P1109,4100.0,Luxury,Medium,52,Family
P1110,3500.0,Luxury,Medium,65,Business
P1111,5000.0,Luxury,High,78,Leisure
P1112,3500.0,Luxury,Medium,78,Business
P1113,10500.0,Luxury,High,37,Business
P1114,2540.0,Standard,Low,56,Business
P1115,2600.0,Standard,Medium,50,Leisure
P1116,2600.0,Standard,Medium,65,Leisure
P1117,2540.0,Standard,Low,28,Business
P1118,2000.0,Standard,Low,55,Leisure
P1119,5000.0,Luxury,High,46,Leisure
P1120,,Luxury,Medium,63,Emergency
P1121,3500.0,Luxury,Medium,75,Business
P1122,2500.0,Standard,Medium,57,Family
P1123,4100.0,Luxury,Medium,42,Business
P1124,1300.0,Budget,Low,43,Family
P1125,2300.0,Standard,Low,72,Business
P1126,800.0,Budget,Low,57,Leisure
P1127,6500.0,Luxury,High,18,Leisure
P1128,4100.0,Luxury,Medium,42,Business
P1129,4100.0,Luxury,Medium,52,Business
P1130,3500.0,Luxury,Medium,46,Business
P1131,4100.0,Luxury,Medium,49,Family
P1132,8000.0,Luxury,High,19,Business
P1133,6500.0,Luxury,High,31,Leisure
P1134,2540.0,Standard,Low,34,Business
P1135,5100.0,Luxury,Medium,66,Business
P1136,3500.0,Luxury,Medium,21,Business
P1137,2300.0,Standard,Low,31,Business
P1138,5500.0,Luxury,High,59,Family
P1139,,Luxury,Medium,50,Emergency
P1140,1300.0,Budget,Low,73,Family
P1141,2940.0,Standard,Low,40,Business
P1142,6500.0,Luxury,High,60,Business
P1143,2500.0,Standard,Medium,26,Family
P1144,2300.0,Standard,Low,51,Business
P1145,,Luxury,High,28,Emergency
P1146,2300.0,Standard,Low,27,Business
P1147,1300.0,Budget,Low,78,Family
P1148,3500.0,Luxury,Medium,28,Business
P1149,,Luxury,Medium,29,Emergency
P1150,,Luxury,Medium,65,Emergency
P1151,1040.0,Budget,Low,32,Leisure
P1152,,Luxury,Low,69,Emergency
P1153,2300.0,Standard,Low,63,Business
P1154,1300.0,Budget,Low,53,Family
P1155,2540.0,Standard,Low,56,Business
P1156,10500.0,Luxury,High,57,Business
P1157,2000.0,Standard,Medium,19,Leisure
P1158,5500.0,Luxury,High,68,Family
P1159,2500.0,Standard,Medium,77,Family
P1160,2600.0,Standard,Medium,67,Leisure
P1161,5500.0,Luxury,High,68,Family
P1162,,Luxury,Medium,29,Emergency
P1163,2000.0,Standard,Medium,22,Leisure
P1164,,Luxury,Medium,43,Emergency
P1165,,Luxury,Medium,44,Emergency
P1166,1300.0,Budget,Low,62,Family
P1167,3500.0,Luxury,Medium,22,Business
P1168,2600.0,Standard,Medium,19,Leisure
P1169,2000.0,Standard,Medium,70,Leisure
P1170,5500.0,Luxury,High,67,Family
P1171,2000.0,Standard,Medium,27,Leisure
P1172,,Luxury,Medium,43,Emergency
P1173,1300.0,Budget,Low,44,Family
P1174,1300.0,Budget,Low,66,Family
P1175,14000.0,Luxury,High,36,Business
P1176,5500.0,Luxury,Medium,79,Family
P1177,1540.0,Standard,Low,52,Family
P1178,3100.0,Standard,Medium,26,Family
P1179,2540.0,Standard,Low,75,Business
P1180,2000.0,Standard,Medium,79,Leisure
P1181,3600.0,Luxury,Medium,69,Leisure
P1182,5000.0,Luxury,High,67,Leisure
P1183,4100.0,Luxury,Medium,69,Business
P1184,,Luxury,Low,22,Emergency
P1185,6500.0,Luxury,High,22,Business
P1186,,Luxury,Low,50,Emergency
P1187,5100.0,Luxury,Medium,32,Business
P1188,800.0,Budget,Low,26,Leisure
P1189,1540.0,Standard,Low,52,Family
P1190,5000.0,Luxury,High,47,Leisure
P1191,7000.0,Luxury,High,70,Family
P1192,1300.0,Budget,Low,70,Family
P1193,800.0,Budget,Low,78,Leisure
P1194,2000.0,Standard,Medium,25,Leisure
P1195,2300.0,Standard,Low,53,Business
P1196,2300.0,Standard,Low,49,Business
P1197,5000.0,Luxury,High,22,Leisure
P1198,,Luxury,Low,18,Emergency
P1199,2300.0,Standard,Low,38,Business
P1200,1540.0,Standard,Low,39,Family
P1201,800.0,Budget,Low,18,Leisure
P1202,,Luxury,Medium,50,Emergency
P1203,4100.0,Luxury,Medium,58,Business
P1204,2600.0,Standard,Medium,30,Leisure
P1205,6500.0,Luxury,High,54,Business
P1206,2500.0,Standard,Medium,31,Family
P1207,3500.0,Luxury,Medium,18,Business
P1208,,Luxury,Medium,34,Emergency
P1209,4100.0,Luxury,Medium,41,Family
P1210,,Luxury,Low,39,Emergency
P1211,,Luxury,Medium,22,Emergency
P1212,2300.0,Standard,Low,23,Business
P1213,6500.0,Luxury,High,30,Business
P1214,1540.0,Standard,Low,25,Family
P1215,3500.0,Luxury,Medium,59,Business
P1216,2540.0,Standard,Low,27,Business
P1217,9500.0,Luxury,High,48,Family
P1218,,Luxury,Medium,32,Emergency
P1219,3500.0,Luxury,Medium,28,Business
P1220,,Luxury,High,60,Emergency
P1221,,Luxury,Medium,50,Emergency
P1222,,Luxury,Medium,77,Emergency
P1223,3500.0,Luxury,Medium,76,Business
P1224,5000.0,Luxury,High,28,Leisure
P1225,9500.0,Luxury,High,25,Family
P1226,800.0,Budget,Low,79,Leisure
P1227,,Luxury,Low,74,Emergency
P1228,2540.0,Standard,Low,45,Business
P1229,5000.0,Luxury,High,50,Leisure
P1230,6500.0,Luxury,High,31,Business
P1231,2940.0,Standard,Low,47,Business
P1232,2600.0,Standard,Medium,71,Leisure
P1233,2600.0,Standard,Medium,78,Leisure
P1234,6500.0,Luxury,Medium,64,Business
P1235,1540.0,Standard,Low,34,Family
